"ant","ts","fullID","freq","freq.sd","sig","sig.sd","noise","run.id","pos.in.run","slop","burst.slop","ant.freq"
1,1697217822.7699,252#400@166.38:8.9,3.505,0.00226,-45.6,1.43,-75.5,2803,66,0.00035,-0.00025,0
2,1697217822.7698,252#400@166.38:8.9,5.376,0.012,-45.7,1.49,-77.9,2804,68,0.00035,-0.000151,0
3,1697217831.668,252#400@166.38:8.9,5.144,0.00226,-30.8,1.23,-62.6,2805,69,0.00015,-0.000151,0
4,1697217831.668,252#400@166.38:8.9,5.565,0.00451,-39.9,0.869,-69.8,2773,70,0.00015,-0.000151,0
1,1697217831.6679,252#400@166.38:8.9,3.505,0.00195,-45.6,1.05,-77.4,2803,67,0.00035,-0.00025,0
2,1697217831.6679,252#400@166.38:8.9,5.372,0.013,-45.4,1.3,-76.1,2804,69,0.00035,-0.000151,0
3,1697217840.5661,252#400@166.38:8.9,5.144,0.00159,-30.6,2.23,-63.7,2805,70,0.00015,0.00015,0
4,1697217840.5659,252#400@166.38:8.9,5.565,0.00422,-39.9,0.968,-69.7,2773,71,0.00035,-0.000151,0
1,1697217840.5659,252#400@166.38:8.9,3.504,0.00159,-45.6,1.14,-77.7,2803,68,0.00035,-0.00025,0
2,1697217840.566,252#400@166.38:8.9,5.368,0.00888,-45.5,0.928,-74.9,2804,70,0.00035,-0.000151,0
3,1697217849.4639,252#400@166.38:8.9,5.143,0.00226,-30.6,2.12,-64.8,2805,71,0.00035,-0.000151,0
4,1697217849.464,252#400@166.38:8.9,5.565,0,-39.7,1.43,-65.4,2773,72,0.00035,-0.000151,0
1,1697217849.4641,252#400@166.38:8.9,3.504,0.00113,-45.4,1.58,-76.4,2803,69,0.00015,4.96e-05,0
2,1697217849.4641,252#400@166.38:8.9,5.362,0.0127,-45.7,1.12,-76.1,2804,71,0.00015,-0.000151,0
4,1697208624.5713,252#124@166.38:8.9,-5.231,0.456,-74.6,55.6,-83.1,5553,1,0.00115,0,0
1,1697170564.0332,252#407@166.38:8.9,3.832,0.0116,-73.1,9.56,-81.8,5597,1,0.0003,0,0
1,1697170572.9314,252#407@166.38:8.9,3.818,0.0359,-73.3,18.7,-81.8,5597,2,9.99e-05,0,0
1,1697170590.7277,252#407@166.38:8.9,3.845,0.0152,-74,13.6,-82,5597,3,0.0005,0.000299,0
1,1697170599.6257,252#407@166.38:8.9,3.83,0.0174,-73.1,11.6,-81.9,5597,4,0.0003,0,0
1,1697170608.5239,252#407@166.38:8.9,3.839,0.012,-73.3,61.3,-82.5,5597,5,0.0004,0,0
1,1697170617.4222,252#407@166.38:8.9,3.842,0.0138,-74,19.2,-82,5597,6,0.0003,0,0
1,1697170626.3202,252#407@166.38:8.9,3.84,0.00851,-71.9,23.5,-81.9,5597,7,0.0003,-0.0002,0
1,1697170635.2184,252#407@166.38:8.9,3.831,0.0199,-72,18.5,-81.7,5597,8,0.0001,0,0
1,1697170644.1164,252#407@166.38:8.9,3.833,0.01,-72.3,27,-81.9,5597,9,0.0003,0,0
1,1697170653.0147,252#407@166.38:8.9,3.83,0.0141,-71.8,25.6,-81.8,5597,10,0.0004,0,0
1,1697170661.9126,252#407@166.38:8.9,3.842,0.0167,-72.6,15.5,-81.6,5597,11,0.0003,-0.0003,0
1,1697170670.8109,252#407@166.38:8.9,3.84,0.0126,-72.5,52.2,-82.7,5597,12,0.0003,0,0
1,1697170679.7089,252#407@166.38:8.9,3.837,0.00586,-72.4,12.1,-81.5,5597,13,0.0003,-0.0003,0
1,1697170688.6071,252#407@166.38:8.9,3.831,0.0189,-70.8,15.1,-81.8,5597,14,0.0008,0,0
1,1697170697.5051,252#407@166.38:8.9,3.839,0.0119,-71.7,55.6,-82.5,5597,15,0.0007,-0.0003,0
1,1697170706.4034,252#407@166.38:8.9,3.83,0.0114,-69.5,17.9,-81.6,5597,16,0.0003,-0.0003,0
1,1697170715.3017,252#407@166.38:8.9,3.828,0.0119,-69.4,23.1,-81.9,5597,17,0.0001,0.0001,0
1,1697170733.0979,252#407@166.38:8.9,3.843,0.0093,-70.5,16.3,-81.4,5597,18,9.97e-05,0.0002,0
1,1697170741.9959,252#407@166.38:8.9,3.826,0.00465,-70.7,52.5,-82.5,5597,19,0.0003,0,0
1,1697170750.8941,252#407@166.38:8.9,3.833,0.0127,-68.9,18.4,-81.8,5597,20,0.0004,0,0
1,1697170759.7924,252#407@166.38:8.9,3.83,0.00731,-68.8,7.92,-81.7,5597,21,9.97e-05,0,0
1,1697170768.6904,252#407@166.38:8.9,3.833,0.00789,-67.8,20.4,-81.9,5597,22,0.0003,0,0
1,1697170777.5886,252#407@166.38:8.9,3.832,0.00739,-67.2,2.69,-81.6,5597,23,0.0001,0,0
1,1697170786.4866,252#407@166.38:8.9,3.829,0.00829,-68.7,52.1,-82.4,5597,24,0.0008,0,0
1,1697170795.3849,252#407@166.38:8.9,3.834,0.00923,-67.1,20.2,-81.8,5597,25,0.0003,0,0
1,1697170804.2829,252#407@166.38:8.9,3.831,0.0097,-66.9,9.81,-81.5,5597,26,0.0002,-0.0002,0
1,1697170813.1811,252#407@166.38:8.9,3.831,0.0108,-66.2,15.5,-81.7,5597,27,0.0004,0,0
1,1697170822.0791,252#407@166.38:8.9,3.828,0.00357,-66.9,54.1,-82.5,5597,28,0.0003,-0.0003,0
1,1697170830.9774,252#407@166.38:8.9,3.831,0.00575,-65.9,8.57,-81.9,5597,29,0.0003,0,0
1,1697170839.8754,252#407@166.38:8.9,3.829,0.00407,-65.7,15.1,-81.8,5597,30,0.0003,-0.0002,0
1,1697170848.7736,252#407@166.38:8.9,3.83,0.00276,-65.2,14.1,-81.7,5597,31,0.0008,0,0
1,1697170857.6716,252#407@166.38:8.9,3.824,0.011,-64.8,5,-81.5,5597,32,0.0003,-0.0003,0
1,1697170866.5698,252#407@166.38:8.9,3.838,0.00478,-65.3,18.3,-81.6,5597,33,0.0004,-0.0001,0
1,1697170875.4681,252#407@166.38:8.9,3.833,0.0109,-66,8.86,-81.7,5597,34,0.0004,0,0
